fecha,planta,inverter_id,irradiacion_min,irradiacion_mean,irradiacion_max,t_ambiente_min,t_ambiente_mean,t_ambiente_max,t_modulo_min,t_modulo_mean,t_modulo_max,kw_dc_min,kw_dc_mean,kw_dc_max,kw_dc_sum,kw_ac_min,kw_ac_mean,kw_ac_max,kw_ac_sum,eficiencia_min,eficiencia_mean,eficiencia_max,kw_dia_max,kw_total_max
2020-06-03,p1,1BY6WEcLGh8j5v7,0.0,0.23081798780294885,1.0191046553333334,21.8627444,24.795672348621554,29.06769213333333,20.341811066666665,29.998062865162908,54.7813884,0.0,3021.7828947228422,12816.57143,287069.37499867,0.0,295.6408646681158,1250.342857,28085.882143471,0.0,5.143831167905665,9.824916916592363,7341.0,6397809.0
2020-06-04,p1,1BY6WEcLGh8j5v7,0.0,0.25698931703617806,1.0396661320000002,21.7417174,25.286175785317457,30.470314466666665,19.176412,31.22162463467262,57.810960066666674,0.0,3225.5606397875,12441.75,309653.8214196,0.0,315.4897879538854,1213.4,30287.019643573,0.0,5.1921414224557845,9.830314721537528,7571.0,6405380.0
2020-06-05,p1,1BY6WEcLGh8j5v7,0.0,0.2415901998942733,1.0468158086666666,21.4732484,24.87062225967262,29.9443218,19.1575074,30.58256465674603,60.75704953333334,0.0,3055.7630209446875,12519.14286,293353.25001069,0.0,298.8948474693125,1220.642857,28693.905357053998,0.0,5.192513967794487,9.831260006589737,7162.0,6412542.0
2020-06-06,p1,1BY6WEcLGh8j5v7,0.0,0.20340497899476784,0.9654513833333332,20.398504866666663,24.24735462703373,30.398728400000003,18.140415466666663,28.802772219047622,55.526068,0.0,2534.3456101784373,12032.71429,243297.17857713,0.0,247.8481584777396,1173.985714,23793.423213863,0.0,5.085661836303131,9.83016983016983,5940.0,6418482.0
2020-06-07,p1,1BY6WEcLGh8j5v7,0.0,0.2541913838844408,1.093312369333333,21.831136,25.01608981106151,30.526469571428567,20.094527266666667,31.49789223799603,59.98777086666667,0.0,2262.6845237401044,12864.28571,217217.71427905,0.0,221.32892485272916,1254.614286,21247.576785862,0.0,4.479771999746149,9.833125389737992,5268.0,6423750.0
2020-06-08,p1,1BY6WEcLGh8j5v7,0.0,0.26370340329042086,0.9226384173333332,21.456706357142856,25.441268369455887,31.104663,19.744277,31.62192260695208,53.77259313333333,0.0,3299.071366465625,11301.28571,316710.8511807,0.0,322.60125867791663,1103.3,30969.72083308,0.0,5.190019521442358,9.826896953231127,7864.0,6431614.0
2020-06-09,p1,1BY6WEcLGh8j5v7,0.0,0.25786118042088196,0.9500225986666668,21.082100399999995,25.545735575347223,31.37843957142857,18.921358066666667,31.51574414975198,59.80717471428572,0.0,3139.536086306562,12356.75,301395.46428543,0.0,307.0507254417083,1205.175,29476.869642404,0.0,5.1914297302298325,9.827014130416917,7456.0,6439070.0
2020-06-10,p1,1BY6WEcLGh8j5v7,0.0,0.20033637486222608,1.0311831480000002,21.767089866666662,24.75246802832341,31.511543666666668,19.202215400000007,29.202542299702383,54.68991706666667,0.0,2522.7886533732294,12297.25,242187.71072383,0.0,246.9549925634271,1199.325,23707.679286089002,0.0,5.093845133435667,9.831674208144795,5911.0,6444981.0
2020-06-11,p1,1BY6WEcLGh8j5v7,0.0,0.16180943378463064,0.702585196,21.11148893333333,24.40341033864087,28.91200753333333,19.4949688,27.880257155753966,46.4054178,0.0,2233.38113835,10215.85714,214404.5892816,0.0,218.78714657875,998.3571429,21003.56607156,0.0,5.0928038193450496,9.833160947984606,5257.0,6450238.0
2020-06-12,p1,1BY6WEcLGh8j5v7,0.0,0.16980782353663193,0.7228255413333333,20.751308333333327,24.07237888938492,28.47677,19.3403564,27.585833759325396,47.15762106666666,0.0,2320.4015996927083,9406.625,222758.5535705,0.0,227.21876860020834,919.75,21813.00178562,0.0,5.09107549227542,9.827608982826948,5441.0,6455679.0
2020-06-13,p1,1BY6WEcLGh8j5v7,0.0,0.2644724434009737,1.0166871813333331,21.14960933333333,24.566728890724207,30.0071574,18.49177971428572,30.48102565704365,54.930332333333325,0.0,3398.9280134346877,12836.14286,326297.08928973,0.0,332.24216888827084,1251.528571,31895.248213274,0.0,5.187527394692917,9.824954486784945,7984.0,6463663.0
2020-06-14,p1,1BY6WEcLGh8j5v7,0.0,0.22008563877067855,1.2216518466666668,22.1761332,24.41289140282738,28.22232285714286,20.17767333333333,29.421707483829366,59.386079333333335,0.0,1709.6594121728124,10731.42857,164127.30356859,0.0,167.55548735659374,1048.271429,16085.326786233,0.0,3.972374932183323,10.184737402392237,4012.0,6467675.0
2020-06-15,p1,1BY6WEcLGh8j5v7,0.0,0.2059250594729363,0.888736286,21.424306066666663,24.827413599355157,29.107385266666668,19.826896066666663,29.927816727579366,50.65149946666666,0.0,2659.358444986771,11087.375,255298.41071873,0.0,260.279743305,1082.425,24986.85535728,0.0,5.193474662095305,9.833022509440385,6275.0,6473950.0
2020-06-16,p1,1BY6WEcLGh8j5v7,0.0,0.1872825571132615,0.9182852226666663,22.399773714285715,24.928929419444444,29.282915285714285,20.536962866666663,29.555567136954366,53.25080986666667,0.0,2477.391741060729,11385.57143,237829.60714183,0.0,242.58359374594792,1111.228571,23288.024999611,0.0,5.0938630004593834,9.826581429025536,5848.0,6479798.0
2020-06-17,p1,1BY6WEcLGh8j5v7,0.0,0.18015652593227532,1.0312303086666668,21.69549992857143,24.273243578080784,29.11126313333333,20.4279724,28.52297388793901,53.773537133333335,0.0,2386.3376899769146,12764.125,224315.74285783,0.0,233.5868768996383,1244.7875,21957.166428566,0.0,4.991566102258791,9.833531510114346,5521.0,6485319.0
2020-05-15,p1,1IF53ai7Xc0U56Y,0.0,0.22662838396760315,0.8936614913333333,22.057079933333338,27.775295141418106,34.430942666666674,20.632086200000003,33.67864309541252,55.030613,0.0,3082.275085085714,12194.71429,258911.1071472,0.0,301.7057823109524,1189.642857,25343.28571412,0.0,5.820295939185061,9.83055848386348,6357.0,6190002.0
2020-05-16,p1,1IF53ai7Xc0U56Y,0.0,0.2143872434719848,0.8122406413333334,21.496287,26.83914042315271,32.52414946666667,19.59269193333333,31.994330450027366,54.23274553333334,0.0,3099.7497947758625,10976.14286,269678.2321455,0.0,303.41297209264366,1071.7,26396.92857206,0.0,5.618693241933707,9.830955717414406,6592.0,6196594.0
2020-05-17,p1,1IF53ai7Xc0U56Y,0.0,0.23886852248987903,0.997903636,21.209418285714285,26.686726958971974,35.25248613333334,20.37712092857143,32.74043509285094,63.145581571428565,0.0,3298.975074425,12995.5,316701.6071448,0.0,322.52615328083334,1267.075,30962.51071496,0.0,4.986663254923587,9.82203221316365,7759.0,6204353.0
2020-05-18,p1,1IF53ai7Xc0U56Y,0.0,0.15902588630644313,0.97148052,20.961525466666664,23.85093750987103,28.367100066666666,19.47753106666667,27.814343825347223,53.9367392,0.0,2312.3411458125,13201.25,221984.749998,0.0,226.2911086359375,1287.125,21723.94642905,0.0,5.090855518451538,9.825482220173445,5453.0,6209806.0
2020-05-19,p1,1IF53ai7Xc0U56Y,0.0,0.2152948160301472,0.835832152,22.388783866666664,25.325138661573234,30.368632,20.06214393333333,30.282051117374923,51.84774173333333,0.0,3001.1699819455694,11499.0,237092.4285737,0.0,293.706057861519,1122.5,23202.77857106,0.0,4.705828832075457,9.824194223524488,6568.75,6216430.0
2020-05-20,p1,1IF53ai7Xc0U56Y,0.0,0.24007292401894356,0.9751613035714286,21.3480144,25.150683117720437,31.52517981818181,18.492340066666667,29.783704109723175,59.367140466666655,0.0,3309.487734869737,13076.85714,251521.0678501,0.0,323.22317199473684,1274.985714,24564.9610716,0.0,4.493629898211857,9.82841802195717,8997.0,6225427.0
2020-05-21,p1,1IF53ai7Xc0U56Y,0.0,0.4130623089702666,1.0389913628571428,23.530553636363635,28.12406703647756,32.33336766666667,21.126922666666665,39.842043594790006,61.4558144,0.0,5448.201440814035,13913.57143,310547.4821264,0.0,532.4920739484211,1356.6,30352.04821506,0.0,7.1991769586831404,9.827782703114405,7816.5,6233247.0
2020-05-22,p1,1IF53ai7Xc0U56Y,0.0,0.23040752609618073,1.0477749826666665,21.5649028,26.526702964037696,33.00463246666666,20.2063374,32.47888503784722,62.21209042857143,0.0,3093.7300966260414,13379.42857,296998.0892761,0.0,302.2013578933333,1304.471429,29011.330357759998,0.0,5.08606450114516,9.832568807339449,7287.0,6240534.0
2020-05-23,p1,1IF53ai7Xc0U56Y,0.0,0.2933331639016568,1.112296618,21.45861,26.89511797894596,33.424020071428565,20.320503666666664,34.95697619162654,65.54571366666664,0.0,3991.9546549629213,13500.57143,355283.9642917,0.0,390.1836075531461,1316.642857,34726.34107223,0.0,5.271406050168757,9.831529813260964,8673.0,6249207.0
2020-05-24,p1,1IF53ai7Xc0U56Y,0.0,0.25976229410688295,0.9758267626666666,23.151116866666666,27.625116263144843,33.78651526666667,20.093800666666667,33.978544399454364,61.743723933333335,0.0,3535.80022314375,12992.25,339436.8214218,0.0,345.52514880739585,1266.7375,33170.41428551,0.0,5.189226942429778,9.830678121590292,8273.0,6257480.0
2020-05-25,p1,1IF53ai7Xc0U56Y,0.0,0.28664692658044544,0.970586436,22.384967,27.25520603422402,34.7056704,19.720330800000003,34.675326544326204,60.86849728571429,0.0,3907.0184209993686,12899.0,371166.74999494,0.0,381.5740664185895,1257.657143,36249.536309766,0.0,5.135812363637028,9.82287091018226,9048.0,6266528.0
2020-05-26,p1,1IF53ai7Xc0U56Y,0.0,0.2526102997961029,1.0541559813333337,21.066817333333333,26.904454978670632,33.488021,18.7768678,33.47315381498016,61.56432686666666,0.0,3468.2624629812503,13368.57143,332953.1964462,0.0,339.0056547576042,1303.414286,32544.54285673,0.0,5.0863202014603255,9.828164578626685,8109.5,6274638.0
2020-05-27,p1,1IF53ai7Xc0U56Y,0.0,0.21393298177893408,1.0365607706666664,22.825628666666667,26.835469128621032,32.97901057142858,20.5220438,32.42028754332011,62.420866,0.0,2915.981026834375,13402.875,279934.1785761,0.0,285.3199218773958,1306.7875,27390.712500229998,0.0,5.192937106819549,9.825410252072407,6824.0,6281462.0
2020-05-28,p1,1IF53ai7Xc0U56Y,0.0,0.2892487116306812,1.0637222583333332,20.613987769230768,27.13662862378917,33.757623499999994,19.201869428571428,34.38193792589947,61.48070286666666,0.0,3876.854483998889,13206.0,348916.9035599,0.0,378.8613055646667,1287.5875,34097.51750082,0.0,5.534063890305906,9.827546824292574,8496.0,6289958.0
2020-05-29,p1,1IF53ai7Xc0U56Y,0.0,0.34923466537197584,1.0518955426666667,20.838399333333328,27.030236130918848,32.46573564285715,20.166653916666665,38.14349369849095,63.19209206666668,0.0,4771.906941585916,12808.0,338805.3928526,0.0,466.42391010380277,1249.142857,33116.09761737,0.0,6.744604130777593,9.829405695476101,8253.0,6298211.0
2020-05-30,p1,1IF53ai7Xc0U56Y,0.0,0.2278651475883544,1.151102274,21.150111866666663,24.99122322852183,31.278884,19.747505800000003,30.816012287251983,62.91643313333333,0.0,3132.8050594214583,13898.5,300749.28570446,0.0,306.4013020680104,1355.075,29414.524998529,0.0,5.1927328444977325,9.829653555167502,7332.0,6305543.0
2020-05-31,p1,1IF53ai7Xc0U56Y,0.0,0.18359852197076534,1.034329982142857,21.98220433333333,25.472599566071427,31.1993794,20.415987200000004,30.16071277490079,58.3018188,0.0,2501.3037574584373,13485.14286,240125.16071601,0.0,244.6551711275625,1314.785714,23486.896428246,0.0,5.19233587675092,9.827247383582685,5889.0,6311432.0
2020-06-01,p1,1IF53ai7Xc0U56Y,0.0,0.18384629539216754,1.0894755359999997,21.171103933333328,24.779514438438643,29.979579800000003,19.2844768,28.961083133146364,58.597363133333324,0.0,2565.9895212645833,13064.85714,246334.9940414,0.0,251.00267857479164,1274.528571,24096.25714318,0.0,5.191066644582347,9.824823117396232,6012.0,6317444.0
2020-06-02,p1,1IF53ai7Xc0U56Y,0.0,0.2307057219706878,0.9342755213333332,21.200297,24.370138532974913,28.011470400000004,19.403820666666665,29.63987072729135,51.1395304,0.0,3228.477726537634,13211.28571,300248.428568,0.0,315.75274577774195,1288.442857,29365.00535733,0.0,5.148642138450937,9.825623636870333,7338.0,6324784.0
2020-06-03,p1,1IF53ai7Xc0U56Y,0.0,0.23081798780294885,1.0191046553333334,21.8627444,24.795672348621554,29.06769213333333,20.341811066666665,29.998062865162908,54.7813884,0.0,3246.640977556526,13166.57143,308430.89286787,0.0,317.5291729375053,1284.071429,30165.271429063,0.0,5.142557837228907,9.831426199328593,7875.0,6332659.0
2020-06-04,p1,1IF53ai7Xc0U56Y,0.0,0.25698931703617806,1.0396661320000002,21.7417174,25.286175785317457,30.470314466666665,19.176412,31.22162463467262,57.810960066666674,0.0,3491.829241018646,14049.28571,335215.60713779,0.0,341.3981026831979,1369.771429,32774.217857587,0.0,5.190956209247659,9.82882320753109,8196.0,6340855.0
2020-06-05,p1,1IF53ai7Xc0U56Y,0.0,0.25209271456429605,1.0468158086666666,21.4732484,24.856904255745338,29.9443218,19.1575074,30.91602140341615,60.75704953333334,0.0,3401.348667225,13169.25,312924.0773847,0.0,332.61403986663043,1284.0125,30600.49166773,0.0,5.418250941296901,9.828818734108737,7701.666667,6348557.0
2020-06-06,p1,1IF53ai7Xc0U56Y,0.0,0.20340497899476784,0.9654513833333332,20.398504866666663,24.24735462703373,30.398728400000003,18.140415466666663,28.802772219047622,55.526068,0.0,2786.1860119010416,13646.42857,267473.8571425,0.0,272.39090401697916,1330.5,26149.526785629998,0.0,5.085169099349239,9.825446510771496,6542.0,6355099.0
2020-06-07,p1,1IF53ai7Xc0U56Y,0.0,0.2541913838844408,1.093312369333333,21.831136,25.01608981106151,30.526469571428567,20.094527266666667,31.49789223799603,59.98777086666667,0.0,3510.2068453264583,13444.71429,336979.85715134,0.0,343.0597470158959,1311.242857,32933.735713526,0.0,5.19024999277368,9.830557268785043,8239.0,6363338.0
2020-06-08,p1,1IF53ai7Xc0U56Y,0.0,0.26370340329042086,0.9226384173333332,21.456706357142856,25.441268369455887,31.104663,19.744277,31.62192260695208,53.77259313333333,0.0,3603.0367683534373,12612.875,345891.52976193,0.0,352.1034970020208,1230.125,33801.935712194,0.0,5.1888479467092505,9.83088050088158,8495.0,6371833.0
2020-06-09,p1,1IF53ai7Xc0U56Y,0.0,0.25786118042088196,0.9500225986666668,21.082100399999995,25.545735575347223,31.37843957142857,18.921358066666667,31.51574414975198,59.80717471428572,0.0,3468.0872395562496,12873.85714,332936.3749974,0.0,339.06899180552085,1255.2,32550.62321333,0.0,5.191237793604361,9.8274159788318,8189.0,6380022.0
2020-06-10,p1,1IF53ai7Xc0U56Y,0.0,0.20033637486222608,1.0311831480000002,21.767089866666662,24.75246802832341,31.511543666666668,19.202215400000007,29.202542299702383,54.68991706666667,0.0,2799.5152529677084,13609.28571,268753.4642849,0.0,273.9105468839583,1326.914286,26295.41250086,0.0,5.093078825912707,9.828817439436909,6598.0,6386620.0
2020-06-11,p1,1IF53ai7Xc0U56Y,0.0,0.16180943378463064,0.702585196,21.11148893333333,24.40341033864087,28.91200753333333,19.4949688,27.880257155753966,46.4054178,0.0,2430.02418156875,10461.57143,233282.32143060002,0.0,237.9856956846875,1021.642857,22846.62678573,0.0,5.0925326654204035,9.832827417168872,5704.0,6392324.0
2020-06-12,p1,1IF53ai7Xc0U56Y,0.0,0.16980782353663193,0.7228255413333333,20.751308333333327,24.07237888938492,28.47677,19.3403564,27.585833759325396,47.15762106666666,0.0,2509.072544658958,10276.125,240870.96428726,0.0,245.63898809545833,1004.1875,23581.342857164,0.0,5.091133137343145,9.829605492713595,5903.0,6398227.0
2020-06-13,p1,1IF53ai7Xc0U56Y,0.0,0.2644724434009737,1.0166871813333331,21.14960933333333,24.566728890724207,30.0071574,18.49177971428572,30.48102565704365,54.930332333333325,0.0,3736.554129330521,13206.0,358709.19641573,0.0,365.06700147615624,1287.585714,35046.432141711,0.0,5.186448773109697,9.828934339468024,8654.0,6406881.0
2020-06-14,p1,1IF53ai7Xc0U56Y,0.0,0.22008563877067855,1.2216518466666668,22.1761332,24.41289140282738,28.22232285714286,20.17767333333333,29.421707483829366,59.386079333333335,0.0,3194.1090029813545,14302.71429,306634.46428621,0.0,312.60623139944795,1394.514286,30010.198214347,0.0,5.194047984903767,10.124458600615446,7487.0,6414368.0
2020-06-15,p1,1IF53ai7Xc0U56Y,0.0,0.2059250594729363,0.888736286,21.424306066666663,24.827413599355157,29.107385266666668,19.826896066666663,29.927816727579366,50.65149946666666,0.0,2961.821056478437,12126.875,284334.82142193,0.0,289.74358259218747,1182.8375,27815.38392885,0.0,5.192192871642061,9.829821718004066,6846.0,6421214.0
2020-06-16,p1,1IF53ai7Xc0U56Y,0.0,0.1872825571132615,0.9182852226666663,22.399773714285715,24.928929419444444,29.282915285714285,20.536962866666663,29.555567136954366,53.25080986666667,0.0,2691.4155505711456,11855.5,258375.89285483,0.0,263.4642299084375,1157.0375,25292.56607121,0.0,5.194659739244535,9.832166652202735,6318.0,6427532.0
2020-06-17,p1,1IF53ai7Xc0U56Y,0.0,0.18015652593227532,1.0312303086666668,21.69549992857143,24.273243578080784,29.11126313333333,20.4279724,28.52297388793901,53.773537133333335,0.0,2635.512955914787,13797.14286,247738.21785599,0.0,257.89311550493613,1345.242857,24241.952857464,0.0,4.992437165430226,9.83155880844154,6034.0,6433566.0
2020-05-15,p1,3PZuoBAID5Wc2HD,0.0,0.22662838396760315,0.8936614913333333,22.057079933333338,27.775295141418106,34.430942666666674,20.632086200000003,33.67864309541252,55.030613,0.0,3032.929209194048,12158.28571,254766.0535723,0.0,296.87735969280953,1185.957143,24937.698214196,0.0,5.819855015844685,9.828916902510171,6274.0,6994033.0
2020-05-16,p1,3PZuoBAID5Wc2HD,0.0,0.2119510247961668,0.8122406413333334,21.496287,26.78053837288961,32.52414946666667,19.59269193333333,31.85885105854978,54.23274553333334,0.0,3096.352272825,11736.14286,272479.0000086,0.0,303.0491477236364,1144.628571,26668.32499968,0.0,5.554476081457035,9.831661000061986,6656.0,7000689.0
2020-05-17,p1,3PZuoBAID5Wc2HD,0.0,0.23886852248987903,0.997903636,21.209418285714285,26.686726958971974,35.25248613333334,20.37712092857143,32.74043509285094,63.145581571428565,0.0,3348.4696800020834,13217.42857,321453.0892802,0.0,327.3470238057292,1288.9,31425.31428535,0.0,4.9864181193349335,9.821755179408733,7794.0,7008483.0
2020-05-18,p1,3PZuoBAID5Wc2HD,0.0,0.15902588630644313,0.97148052,20.961525466666664,23.85093750987103,28.367100066666666,19.47753106666667,27.814343825347223,53.9367392,0.0,2313.6569940770833,13138.875,222111.0714314,0.0,226.40260416697916,1281.0375,21734.65000003,0.0,5.0905039833182615,9.825832153557435,5435.0,7013918.0
2020-05-19,p1,3PZuoBAID5Wc2HD,0.0,0.2152948160301472,0.835832152,22.388783866666664,25.325138661573234,30.368632,20.06214393333333,30.282051117374923,51.84774173333333,0.0,2932.1649336835444,11287.75,231641.029761,0.0,286.9747664226582,1101.95,22671.00654739,0.0,4.705884343873371,9.82554902567275,6536.0,7020512.0
2020-05-20,p1,3PZuoBAID5Wc2HD,0.0,0.24007292401894356,0.9751613035714286,21.3480144,25.150683117720437,31.52517981818181,18.492340066666667,29.783704109723175,59.367140466666655,0.0,3301.061842025921,13078.14286,250880.69999397,0.0,322.39917292030265,1275.128571,24502.337141943,0.0,4.493343153600377,9.828478083310644,8982.0,7029494.0
2020-05-21,p1,3PZuoBAID5Wc2HD,0.0,0.4130623089702666,1.0389913628571428,23.530553636363635,28.12406703647756,32.33336766666667,21.126922666666665,39.842043594790006,61.4558144,0.0,5447.268045024562,13687.125,310494.2785664,0.0,532.3844862103509,1334.3875,30345.91571399,0.0,7.198708853470942,9.82858358020052,7804.5,7037301.0
2020-05-22,p1,3PZuoBAID5Wc2HD,0.0,0.23040752609618073,1.0477749826666665,21.5649028,26.526702964037696,33.00463246666666,20.2063374,32.47888503784722,62.21209042857143,0.0,3108.9123884645833,13163.5,298455.5892926,0.0,303.91767113010417,1283.5875,29176.09642849,0.0,5.0878337918182694,9.832302465386158,7315.0,7044616.0
2020-05-23,p1,3PZuoBAID5Wc2HD,0.0,0.2933331639016568,1.112296618,21.45861,26.89511797894596,33.424020071428565,20.320503666666664,34.95697619162654,65.54571366666664,0.0,3982.416733587641,13583.57143,354435.0892893,0.0,389.267368921573,1324.4,34644.79583402,0.0,5.271085434629495,9.829728685535073,8652.0,7053268.0
2020-05-24,p1,3PZuoBAID5Wc2HD,0.0,0.25976229410688295,0.9758267626666666,23.151116866666666,27.625116263144843,33.78651526666667,20.093800666666667,33.978544399454364,61.743723933333335,0.0,3524.916852717708,13167.25,338392.01786089997,0.0,344.43815101885417,1283.825,33066.06249781,0.0,5.188988903430907,9.828536871687241,8300.0,7061568.0
